137.605,92.355,241.982,24.7549,13.4338,15.2049,10.1693,16.5262,0.839854,1.68439,4.53805,4.33866,96.6809,6.99791,233.664,117.974,4.57
175.13,61.5048,240.43,26.614,17.6668,20.4325,16.1314,21.2464,0.970662,2.28533,3.35267,3.87705,123.058,9.17977,231.379,80.6733,5.83
159.096,77.3042,240.14,27.7722,14.8063,17.2644,12.8295,18.2233,0.873959,1.947,3.46848,3.81496,111.786,7.71831,231.156,96.6132,4.88
157.204,79.5218,240.017,27.4363,15.0463,17.6503,12.9235,18.6771,0.893767,1.95851,3.60644,3.85325,110.457,7.84128,230.854,98.4932,5
159.442,78.2277,241.261,26.586,14.4317,16.5623,12.4233,17.549,0.745525,1.7088,3.45469,3.71492,112.027,7.51129,232.855,96.2722,4.72
158.877,76.964,237.832,30.5118,14.8607,17.6503,12.9982,18.5431,1.03053,2.1236,3.41806,3.7957,111.637,7.79007,227.83,96.8245,4.94
163.8,75.4444,238.975,28.6095,14.566,17.1468,12.6596,18.0442,0.859958,1.92348,3.53527,3.80196,115.095,7.61826,229.32,91.9346,4.75
160.767,75.4936,238.329,30.1677,14.9637,17.6959,13.195,18.5657,0.958492,1.93899,3.29157,3.67721,112.963,7.82635,228.605,94.9484,4.95
132.229,90.9469,226.123,38.3852,13.1813,14.147,10.2113,15.3158,1.74917,2.50818,4.68179,4.55164,92.9307,7.15004,210.37,123.277,4.75
145.06,84.7436,222.138,40.963,13.2883,14.1765,11.0239,15.1673,1.80301,2.45206,4.16214,4.09581,101.953,7.24843,204.821,110.518,4.68
169.525,1.64896,253.881,3.32784,48.8174,26.289,48.8174,26.289,2.1881,4.15314,0.207217,1.00735,119.074,24.6174,252.853,86.3078,17.85
169.608,1.62294,253.97,3.16138,46.3336,25.0101,46.3336,25.0101,1.97102,3.97714,0.180951,0.932326,119.128,23.3637,253.024,86.2305,16.88
169.018,1.70446,253.962,2.64265,58.3594,26.5891,58.3594,26.5891,3.14233,4.70478,0.235711,1.1911,118.744,29.3942,252.997,86.7745,21.55
169.554,1.64862,254.047,2.78576,49.8184,27.0808,49.8184,27.0808,2.16757,4.2326,0.180137,0.922085,119.093,25.1048,253.165,86.2811,18.22
169.494,1.62714,254.115,2.53832,51.4114,25.4074,51.4114,25.4074,2.27799,4.22226,0.179897,1.01669,119.048,25.8988,253.291,86.3435,18.84
168.523,1.62097,254.115,2.30054,76.4483,27.5354,76.4483,27.5354,4.78607,5.52353,0.271687,1.55275,118.457,38.4736,253.29,87.1798,28.58
168.642,1.54015,254.112,2.34359,76.3525,27.7175,76.3525,27.7175,4.49727,5.29559,0.271082,1.61343,118.54,38.4239,253.286,87.0619,28.54
168.461,2.14054,254.222,1.91748,91.7497,47.4908,91.7497,47.4908,7.16123,10.3546,0.272616,1.05374,118.407,46.1207,253.486,87.2504,34.5
168.403,2.12212,254.247,1.99207,90.5015,46.1829,90.5015,46.1829,7.10655,10.1594,0.258959,1.12361,118.366,45.4864,253.534,87.3085,34.01
169.006,1.65202,254.293,2.58883,93.1667,33.8759,93.1667,33.8759,4.88154,6.94282,0.273414,2.1556,118.836,46.8049,253.652,86.6447,35.03
164.375,3.04053,254.408,3.49566,202.296,34.0362,202.296,34.0362,32.0261,20.296,0.502702,3.211,115.575,101.54,253.963,91.256,77.45
163.658,2.73031,254.451,3.39643,211.278,29.1197,211.278,29.1197,36.2905,16.9088,0.506286,3.36935,115.068,106.063,253.967,91.9725,80.96
163.993,2.98103,254.458,2.94348,207.27,33.6189,207.27,33.6189,34.351,19.961,0.47177,2.90318,115.316,104.026,254.031,91.6217,79.38
163.771,3.40574,254.447,3.04445,212.743,33.277,212.743,33.277,36.4861,22.3105,0.495844,3.00826,115.15,106.787,254.059,91.857,81.52
163.436,3.76412,254.465,3.23936,222.817,28.1028,222.817,28.1028,39.5736,23.5487,0.514803,3.22255,114.916,111.863,254.1,92.1867,85.46
163.278,3.80089,254.49,3.2264,221.679,29.3669,221.679,29.3669,40.2507,24.0541,0.490293,3.21033,114.807,111.275,254.151,92.3412,85
163.541,1.80372,254.473,3.00891,211.321,25.9455,211.321,25.9455,36.3379,12.0968,0.496105,2.97805,114.992,106.09,253.959,92.0795,80.98
163.459,2.47889,254.479,3.40407,217.753,28.1823,217.753,28.1823,38.1398,15.5634,0.490103,3.38231,114.937,109.318,254.064,92.1582,83.49
162.424,2.19735,254.492,2.54374,216.872,27.2555,216.872,27.2555,43.3136,15.9036,0.485862,2.51608,114.204,108.866,254.031,93.1943,83.15
162.527,2.50125,254.475,3.13284,239.713,16.0604,239.713,16.0604,46.6566,15.7228,0.522878,3.12151,114.289,120.362,254.247,93.074,92.05
